name,chrom,strand,txStart,txEnd,cdsStart,cdsEnd,exonCount,exonStarts,exonEnds,score,name2,cdsStartStat,cdsEndStat,exonFrames
ENST00000683065.1,chrX,+,13746392,13753953,13746392,13746392,4,"13746392,13746779,13749426,13753367,","13746455,13746953,13749533,13753953,",0,OFD1,none,none,"-1,-1,-1,-1,"
ENST00000474705.1,chrX,+,13767904,13769173,13767904,13767904,3,"13767904,13768717,13769065,","13768224,13768785,13769173,",0,OFD1,none,none,"-1,-1,-1,"
ENST00000316715.9,chrX,-,13770938,13817093,13772880,13816904,8,"13770938,13776237,13777351,13779817,13783364,13785621,13807649,13816843,","13773030,13776303,13777425,13779989,13783521,13785808,13807769,13817093,",0,GPM6B,cmpl,cmpl,"0,0,1,0,2,1,1,0,"
ENST00000454189.7,chrX,-,13770938,13938638,13774543,13938510,7,"13770938,13776237,13777351,13779817,13783364,13785621,13938506,","13774624,13776303,13777425,13779989,13783521,13785808,13938638,",0,GPM6B,cmpl,cmpl,"0,0,1,0,2,1,0,"
ENST00000493677.5,chrX,-,13772698,13817069,13772880,13807752,9,"13772698,13776237,13777351,13779817,13783364,13785621,13807649,13812870,13816843,","13773030,13776303,13777425,13779989,13783521,13785808,13807769,13812908,13817069,",0,GPM6B,cmpl,cmpl,"0,0,1,0,2,1,0,-1,-1,"
ENST00000472735.5,chrX,-,13772853,13781005,13772853,13772853,5,"13772853,13776237,13777351,13779817,13780914,","13773030,13776303,13777425,13779989,13781005,",0,GPM6B,none,none,"-1,-1,-1,-1,-1,"
ENST00000691797.1,chrX,+,13773310,13773935,13773310,13773310,1,"13773310,","13773935,",0,ENSG00000289449,none,none,"-1,"
ENST00000355135.6,chrX,-,13773953,13817069,13774543,13816904,8,"13773953,13776237,13777351,13779817,13783364,13785621,13807649,13816843,","13774624,13776303,13777425,13779989,13783521,13785808,13807769,13817069,",0,GPM6B,cmpl,cmpl,"0,0,1,0,2,1,1,0,"
ENST00000356942.9,chrX,-,13773953,13817346,13774543,13816904,7,"13773953,13776237,13777351,13779817,13783364,13785621,13816843,","13774624,13776303,13777425,13779989,13783521,13785808,13817346,",0,GPM6B,cmpl,cmpl,"0,0,1,0,2,1,0,"
ENST00000398361.7,chrX,-,13774336,13938415,13774543,13783511,7,"13774336,13776237,13777351,13779817,13783364,13785621,13938326,","13774624,13776303,13777425,13779989,13783521,13785808,13938415,",0,GPM6B,cmpl,cmpl,"0,0,1,0,0,-1,-1,"
ENST00000495211.2,chrX,-,13776166,13783921,13776166,13776166,5,"13776166,13777351,13779817,13783364,13783778,","13776303,13777425,13779989,13783521,13783921,",0,GPM6B,none,none,"-1,-1,-1,-1,-1,"
ENST00000493085.5,chrX,-,13779852,13889057,13779852,13783511,4,"13779852,13783364,13785621,13888980,","13779989,13783521,13785808,13889057,",0,GPM6B,cmpl,cmpl,"0,0,-1,-1,"
ENST00000468080.1,chrX,-,13779907,13889612,13779907,13783511,4,"13779907,13783364,13785621,13889451,","13779989,13783521,13785808,13889612,",0,GPM6B,cmpl,cmpl,"0,0,-1,-1,"
ENST00000475307.1,chrX,-,13783448,13817323,13783448,13816904,4,"13783448,13785621,13816843,13817257,","13783521,13785808,13817195,13817323,",0,GPM6B,cmpl,cmpl,"2,1,0,-1,"
ENST00000448948.1,chrX,+,13955392,13963904,13955392,13955392,2,"13955392,13963444,","13955628,13963904,",0,ENSG00000233535,none,none,"-1,-1,"
ENST00000391359.2,chrX,-,13980065,13988820,13980065,13980065,2,"13980065,13988689,","13980478,13988820,",0,ENSG00000212663,none,none,"-1,-1,"
ENST00000680255.1,chrX,-,14006725,14029892,14008912,14021478,5,"14006725,14020077,14021463,14026139,14029776,","14009169,14020534,14021511,14026221,14029892,",0,GEMIN8,cmpl,cmpl,"1,0,0,-1,-1,"
ENST00000477386.2,chrX,-,14006747,14027169,14008912,14021478,5,"14006747,14020077,14021463,14026139,14027008,","14009169,14020534,14021511,14026221,14027169,",0,GEMIN8,cmpl,cmpl,"1,0,0,-1,-1,"
ENST00000380523.8,chrX,-,14008278,14029892,14008912,14021478,5,"14008278,14020077,14021463,14026051,14029776,","14009169,14020534,14021511,14026221,14029892,",0,GEMIN8,cmpl,cmpl,"1,0,0,-1,-1,"
ENST00000398355.7,chrX,-,14008672,14029893,14008912,14021478,4,"14008672,14020077,14021463,14029776,","14009169,14020534,14021511,14029893,",0,GEMIN8,cmpl,cmpl,"1,0,0,-1,"
ENST00000332885.7,chrX,-,14009110,14029615,14009110,14021478,5,"14009110,14020077,14021463,14026139,14029393,","14009169,14020534,14021511,14026221,14029615,",0,GEMIN8,cmpl,cmpl,"1,0,0,-1,-1,"
ENST00000460203.1,chrX,-,14014207,14020587,14014207,14014207,2,"14014207,14020077,","14014536,14020587,",0,GEMIN8,none,none,"-1,-1,"
ENST00000443437.6,chrX,+,14529297,14731809,14530057,14531143,11,"14529297,14529947,14530971,14532238,14574372,14581182,14604314,14607130,14608990,14690709,14730206,","14529519,14530125,14531178,14532372,14574400,14581406,14604397,14607268,14609205,14690859,14731809,",0,GLRA2,cmpl,cmpl,"-1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,"
ENST00000218075.9,chrX,+,14529535,14731812,14530057,14730485,9,"14529535,14532238,14574332,14581182,14604314,14607130,14608990,14690709,14730206,","14530125,14532372,14574400,14581406,14604397,14607268,14609205,14690859,14731812,",0,GLRA2,cmpl,cmpl,"0,2,1,0,2,1,1,0,0,"
ENST00000355020.9,chrX,+,14529535,14731812,14530057,14730485,9,"14529535,14532238,14574491,14581182,14604314,14607130,14608990,14690709,14730206,","14530125,14532372,14574559,14581406,14604397,14607268,14609205,14690859,14731812,",0,GLRA2,cmpl,cmpl,"0,2,1,0,2,1,1,0,0,"
ENST00000415367.2,chrX,+,14530859,14730576,14530859,14530859,9,"14530859,14532238,14574332,14581182,14604314,14607130,14608990,14690709,14730206,","14531178,14532372,14574400,14581406,14604397,14607268,14609205,14690859,14730576,",0,GLRA2,none,none,"-1,-1,-1,-1,-1,-1,-1,-1,-1,"
ENST00000696351.1,chrX,-,14690387,14873064,14797142,14865510,15,"14690387,14692251,14710945,14796159,14796769,14843659,14844502,14844855,14850504,14853038,14857861,14859181,14864559,14868922,14872985,","14690906,14692374,14711023,14796300,14797298,14843981,14844740,14845286,14850674,14853167,14857954,14859334,14865580,14869043,14873064,",0,FANCB,cmpl,cmpl,"-1,-1,-1,-1,0,2,1,2,0,0,0,0,0,-1,-1,"
ENST00000696352.1,chrX,-,14690862,14873255,14796266,14865510,15,"14690862,14710945,14796159,14796769,14797181,14843659,14844502,14844855,14850504,14853038,14857861,14859181,14864559,14868922,14872985,","14692374,14711023,14796300,14796921,14797298,14843981,14844740,14845286,14850674,14853167,14857954,14859334,14865580,14869043,14873255,",0,FANCB,cmpl,cmpl,"-1,-1,2,0,0,2,1,2,0,0,0,0,0,-1,-1,"
ENST00000696353.1,chrX,-,14795045,14873255,14796266,14865510,13,"14795045,14796769,14797181,14843659,14844502,14844855,14850504,14853038,14857861,14859181,14864559,14868922,14872985,","14796300,14796921,14797298,14843981,14844740,14845286,14850674,14853167,14857954,14859334,14865580,14869043,14873255,",0,FANCB,cmpl,cmpl,"2,0,0,2,1,2,0,0,0,0,0,-1,-1,"
ENST00000696354.1,chrX,-,14796728,14873057,14797142,14865510,11,"14796728,14843659,14844502,14844855,14850504,14853038,14857861,14859181,14864559,14869111,14872985,","14797298,14843981,14844740,14845286,14850674,14853167,14857954,14859334,14865580,14869141,14873057,",0,FANCB,cmpl,cmpl,"0,2,1,2,0,0,0,0,0,-1,-1,"
ENST00000696322.1,chrX,-,14796758,14864773,14852438,14864773,10,"14796758,14843659,14844502,14844855,14850504,14852367,14853038,14857861,14859181,14864559,","14797298,14843981,14844740,14845286,14850674,14852477,14853167,14857954,14859334,14864773,",0,FANCB,cmpl,cmpl,"-1,-1,-1,-1,-1,0,0,0,0,2,"
ENST00000452869.2,chrX,-,14834149,14873255,14835738,14865510,11,"14834149,14843659,14844502,14844855,14850504,14853038,14857861,14859181,14864559,14868922,14872985,","14835750,14843981,14844740,14845286,14850674,14853167,14857954,14859334,14865580,14869043,14873255,",0,FANCB,cmpl,cmpl,"0,2,1,2,0,0,0,0,0,-1,-1,"
ENST00000643728.2,chrX,-,14835960,14873059,14862281,14865510,12,"14835960,14843659,14844502,14844855,14850504,14853038,14857861,14859181,14862251,14864559,14868922,14872985,","14836255,14843981,14844740,14845286,14850674,14853167,14857954,14859334,14862332,14865580,14869043,14873059,",0,FANCB,cmpl,cmpl,"-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,"
ENST00000696311.1,chrX,-,14835960,14873064,14836147,14865510,11,"14835960,14843659,14844502,14844855,14850504,14853038,14857861,14859181,14864559,14868922,14872985,","14836255,14843981,14844740,14845286,14850674,14853167,14857954,14859334,14865580,14869043,14873064,",0,FANCB,cmpl,cmpl,"0,2,1,2,0,0,0,0,0,-1,-1,"
ENST00000696355.1,chrX,-,14835963,14873059,14844697,14865510,10,"14835963,14843659,14844502,14850504,14853038,14857861,14859181,14864559,14868922,14872985,","14836255,14843981,14844740,14850674,14853167,14857954,14859334,14865580,14869043,14873059,",0,FANCB,cmpl,cmpl,"-1,-1,2,0,0,0,0,0,-1,-1,"
ENST00000696312.1,chrX,-,14840183,14873064,14843566,14865510,10,"14840183,14844502,14844855,14850504,14853038,14857861,14859181,14864559,14868922,14873006,","14843981,14844740,14845286,14850674,14853167,14857954,14859334,14865580,14869043,14873064,",0,FANCB,cmpl,cmpl,"2,1,2,0,0,0,0,0,-1,-1,"
ENST00000696356.1,chrX,-,14842772,14873059,14843566,14865510,10,"14842772,14844502,14844855,14850504,14853038,14857861,14859181,14864559,14868922,14872985,","14843981,14844740,14845286,14850674,14853167,14857954,14859334,14865602,14869043,14873059,",0,FANCB,cmpl,cmpl,"2,1,2,0,0,0,0,0,-1,-1,"
ENST00000646255.1,chrX,-,14843404,14869004,14862281,14865510,10,"14843404,14844502,14844855,14850504,14853038,14857861,14859181,14862251,14864559,14868922,","14843981,14844740,14845286,14850674,14853167,14857954,14859247,14862332,14865580,14869004,",0,FANCB,cmpl,cmpl,"-1,-1,-1,-1,-1,-1,-1,0,0,-1,"
ENST00000650831.1,chrX,-,14843404,14873069,14843566,14865510,10,"14843404,14844502,14844855,14850504,14853038,14857861,14859181,14864559,14868922,14872985,","14843981,14844740,14845286,14850674,14853167,14857954,14859334,14865580,14869043,14873069,",0,FANCB,cmpl,cmpl,"2,1,2,0,0,0,0,0,-1,-1,"
ENST00000324138.7,chrX,-,14843406,14873069,14843566,14865510,9,"14843406,14844502,14844855,14850504,14853038,14857861,14859181,14864559,14872985,","14843981,14844740,14845286,14850674,14853167,14857954,14859334,14865580,14873069,",0,FANCB,cmpl,cmpl,"2,1,2,0,0,0,0,0,-1,"
ENST00000696357.1,chrX,-,14843418,14873238,14843566,14865510,10,"14843418,14844502,14844855,14850504,14853038,14857861,14859181,14864559,14869111,14872985,","14843981,14844740,14845286,14850674,14853167,14857954,14859334,14865580,14869141,14873238,",0,FANCB,cmpl,cmpl,"2,1,2,0,0,0,0,0,-1,-1,"
ENST00000696323.1,chrX,-,14857187,14873059,14857187,14857187,6,"14857187,14859181,14862251,14864559,14868922,14872985,","14857954,14859334,14862332,14865580,14869043,14873059,",0,FANCB,none,none,"-1,-1,-1,-1,-1,-1,"
ENST00000696313.1,chrX,-,14865302,14873052,14865302,14865510,2,"14865302,14873006,","14865580,14873052,",0,FANCB,cmpl,cmpl,"0,-1,"
ENST00000489126.1,chrX,-,14865342,14869243,14865342,14865342,2,"14865342,14868922,","14865580,14869243,",0,FANCB,none,none,"-1,-1,"
ENST00000380492.8,chrX,+,14873420,14922327,14873528,14919809,15,"14873420,14873688,14892722,14895307,14897083,14900574,14902965,14908859,14911236,14912248,14914502,14915667,14916196,14918679,14919671,","14873537,14873758,14892878,14895394,14897238,14900635,14903004,14908984,14911413,14912361,14914599,14915764,14916326,14918782,14922327,",0,MOSPD2,cmpl,cmpl,"0,0,1,1,1,0,1,1,0,0,2,0,1,2,0,"
ENST00000482354.5,chrX,+,14873454,14921756,14873528,14921421,15,"14873454,14873688,14892722,14895307,14897083,14900574,14902965,14908859,14911236,14912248,14914502,14915667,14916196,14918679,14921379,","14873537,14873758,14892878,14895394,14897238,14900635,14903004,14908984,14911413,14912361,14914599,14915764,14916326,14918782,14921756,",0,MOSPD2,cmpl,cmpl,"0,0,1,1,1,0,1,1,0,0,2,0,1,2,0,"
ENST00000461777.1,chrX,+,14873490,14893353,14873490,14873490,3,"14873490,14873688,14892722,","14873537,14873758,14893353,",0,MOSPD2,none,none,"-1,-1,-1,"
ENST00000497603.2,chrX,+,14873528,14874454,14873528,14873799,2,"14873528,14873688,","14873537,14874454,",0,MOSPD2,cmpl,cmpl,"0,0,"
ENST00000495110.1,chrX,+,14885290,14920002,14885290,14885290,14,"14885290,14892722,14895307,14897083,14900574,14902965,14908859,14911236,14912248,14914502,14915667,14916196,14918679,14919671,","14885457,14892878,14895394,14897238,14900635,14903004,14908984,14911413,14912361,14914599,14915764,14916326,14918782,14920002,",0,MOSPD2,none,none,"-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"
ENST00000460386.1,chrX,+,14908921,14915588,14908921,14915457,5,"14908921,14911236,14912248,14914502,14915433,","14908984,14911413,14912361,14914599,14915588,",0,MOSPD2,cmpl,cmpl,"0,0,0,2,0,"
ENST00000477346.6,chrX,-,15235287,15254765,15235287,15254765,6,"15235287,15236527,15248743,15250429,15252253,15254736,","15235340,15236600,15248935,15250564,15252404,15254765,",0,ASB9,cmpl,cmpl,"2,1,1,1,0,1,"
ENST00000380483.7,chrX,-,15243986,15270051,15248714,15269874,7,"15243986,15248682,15250429,15252253,15254736,15258865,15269780,","15244630,15248935,15250534,15252404,15254844,15258945,15270051,",0,ASB9,cmpl,cmpl,"-1,1,1,0,0,1,0,"
ENST00000380485.7,chrX,-,15243986,15270061,15248714,15269874,7,"15243986,15248682,15250429,15252253,15254736,15258865,15269780,","15244630,15248935,15250564,15252404,15254844,15258945,15270061,",0,ASB9,cmpl,cmpl,"-1,1,1,0,0,1,0,"
ENST00000380488.9,chrX,-,15243986,15270083,15244505,15269874,7,"15243986,15248743,15250429,15252253,15254736,15258865,15269780,","15244630,15248935,15250564,15252404,15254844,15258945,15270083,",0,ASB9,cmpl,cmpl,"1,1,1,0,0,1,0,"
ENST00000546332.1,chrX,-,15243988,15270467,15248714,15269874,8,"15243988,15248682,15250429,15252253,15254736,15258865,15269780,15270118,","15244630,15248935,15250564,15252404,15254844,15258945,15270009,15270467,",0,ASB9,cmpl,cmpl,"-1,1,1,0,0,1,0,-1,"
ENST00000473862.5,chrX,-,15244289,15270013,15244289,15244289,7,"15244289,15248743,15250429,15252253,15254736,15258865,15269780,","15244630,15248935,15250564,15252317,15254844,15258945,15270013,",0,ASB9,none,none,"-1,-1,-1,-1,-1,-1,-1,"
ENST00000481384.5,chrX,-,15250465,15259124,15250465,15250465,4,"15250465,15252253,15254736,15258865,","15250534,15252404,15254844,15259124,",0,ASB9,none,none,"-1,-1,-1,-1,"
ENST00000484017.5,chrX,-,15250469,15258974,15250469,15250469,4,"15250469,15252253,15254736,15258865,","15250564,15252404,15254844,15258974,",0,ASB9,none,none,"-1,-1,-1,-1,"
ENST00000470015.1,chrX,-,15250529,15270159,15250529,15250529,6,"15250529,15252253,15254736,15258865,15269780,15270118,","15250564,15252404,15254844,15258945,15270009,15270159,",0,ASB9,none,none,"-1,-1,-1,-1,-1,-1,"
ENST00000686493.1,chrX,-,15276873,15278656,15276873,15276873,1,"15276873,","15278656,",0,ENSG00000288980,none,none,"-1,"
ENST00000380470.7,chrX,-,15281696,15315624,15283504,15315605,7,"15281696,15287880,15289503,15293169,15297573,15302727,15315424,","15283629,15288072,15289638,15293320,15297630,15302807,15315624,",0,ASB11,cmpl,cmpl,"1,1,1,0,0,1,0,"
ENST00000480796.6,chrX,-,15281696,15315640,15283504,15315605,7,"15281696,15287880,15289503,15293169,15297573,15302727,15315424,","15283629,15288072,15289638,15293320,15297681,15302807,15315640,",0,ASB11,cmpl,cmpl,"1,1,1,0,0,1,0,"
ENST00000344384.8,chrX,-,15282318,15314559,15283504,15314486,7,"15282318,15287880,15289503,15293169,15297573,15302727,15314368,","15283629,15288072,15289638,15293320,15297681,15302807,15314559,",0,ASB11,cmpl,cmpl,"1,1,1,0,0,1,0,"
ENST00000485437.2,chrX,-,15283505,15315605,15289601,15315605,8,"15283505,15287880,15289503,15291909,15293169,15297573,15302727,15315424,","15283629,15288072,15289638,15292027,15293320,15297681,15302807,15315605,",0,ASB11,cmpl,cmpl,"-1,-1,2,1,0,0,1,0,"
ENST00000635631.1,chrX,-,15319451,15330975,15319451,15319451,5,"15319451,15324664,15325019,15325913,15330919,","15321772,15324871,15325152,15326046,15330975,",0,PIGA,none,none,"-1,-1,-1,-1,-1,"
ENST00000542278.6,chrX,-,15319454,15335429,15321505,15331930,6,"15319454,15324664,15325019,15325913,15331215,15335371,","15321772,15324871,15325152,15326046,15331992,15335429,",0,PIGA,cmpl,cmpl,"0,0,2,1,0,-1,"
ENST00000333590.6,chrX,-,15319455,15335523,15321505,15331930,6,"15319455,15324664,15325019,15325913,15331215,15335500,","15321772,15324871,15325152,15326046,15331992,15335523,",0,PIGA,cmpl,cmpl,"0,0,2,1,0,-1,"
ENST00000635045.1,chrX,-,15319455,15335523,15319455,15319455,5,"15319455,15324664,15325913,15331215,15335500,","15321772,15325152,15326046,15331992,15335523,",0,PIGA,none,none,"-1,-1,-1,-1,-1,"
ENST00000635598.1,chrX,-,15319456,15335554,15326030,15331930,6,"15319456,15324664,15325019,15325913,15331589,15335500,","15321772,15324871,15325152,15326046,15331992,15335554,",0,PIGA,cmpl,cmpl,"-1,-1,-1,2,0,-1,"
ENST00000637626.1,chrX,-,15319474,15335523,15327145,15331930,7,"15319474,15324664,15325019,15325913,15326949,15331215,15335500,","15321772,15324871,15325152,15326046,15327255,15331992,15335523,",0,PIGA,cmpl,cmpl,"-1,-1,-1,-1,1,0,-1,"
ENST00000638131.1,chrX,-,15319499,15335544,15326022,15331930,6,"15319499,15324664,15325019,15325913,15331819,15335500,","15321772,15324871,15325152,15326046,15331992,15335544,",0,PIGA,cmpl,cmpl,"-1,-1,-1,0,0,-1,"
ENST00000637296.1,chrX,-,15320358,15335523,15321505,15325055,7,"15320358,15324664,15325019,15325913,15331215,15331873,15335500,","15321772,15324871,15325152,15326046,15331299,15331992,15335523,",0,PIGA,cmpl,cmpl,"0,0,0,-1,-1,-1,-1,"
ENST00000634582.1,chrX,-,15321324,15335544,15321505,15335513,5,"15321324,15324664,15325019,15325913,15335500,","15321772,15324871,15325152,15326046,15335544,",0,PIGA,cmpl,cmpl,"0,0,2,1,0,"
ENST00000482148.6,chrX,-,15321426,15335503,15321505,15331930,5,"15321426,15324664,15325019,15331589,15335500,","15321772,15324871,15325152,15331992,15335503,",0,PIGA,cmpl,cmpl,"0,0,2,0,-1,"
ENST00000634640.1,chrX,-,15321564,15335554,15321564,15325055,6,"15321564,15324664,15325019,15325913,15331873,15335500,","15321772,15324871,15325152,15326046,15331992,15335554,",0,PIGA,cmpl,cmpl,"0,0,0,-1,-1,-1,"
ENST00000475746.1,chrX,-,15321700,15325100,15321700,15325100,2,"15321700,15325019,","15321772,15325100,",0,PIGA,cmpl,cmpl,"0,0,"
ENST00000463173.1,chrX,-,15321712,15325272,15321712,15321712,3,"15321712,15324664,15325019,","15321772,15324871,15325272,",0,PIGA,none,none,"-1,-1,-1,"
ENST00000635480.1,chrX,-,15324731,15326383,15324731,15324731,3,"15324731,15325019,15325913,","15324871,15325152,15326383,",0,PIGA,none,none,"-1,-1,-1,"
ENST00000634286.1,chrX,-,15324785,15331723,15328371,15331723,5,"15324785,15325019,15325913,15328343,15331589,","15324871,15325152,15326046,15328537,15331723,",0,PIGA,cmpl,cmpl,"-1,-1,-1,2,0,"
ENST00000474662.2,chrX,-,15325606,15335523,15325606,15325606,3,"15325606,15331873,15335500,","15326046,15331992,15335523,",0,PIGA,none,none,"-1,-1,-1,"
ENST00000637799.1,chrX,-,15325969,15328243,15325969,15325969,2,"15325969,15328220,","15326046,15328243,",0,PIGA,none,none,"-1,-1,"
ENST00000634484.1,chrX,-,15327636,15328956,15327636,15327636,1,"15327636,","15328956,",0,PIGA,none,none,"-1,"
ENST00000635543.1,chrX,-,15331473,15335407,15331473,15331930,2,"15331473,15335354,","15331992,15335407,",0,PIGA,cmpl,cmpl,"0,-1,"
ENST00000297904.4,chrX,-,15345595,15384413,15346132,15383946,7,"15345595,15347163,15353067,15355149,15358002,15363108,15383856,","15346259,15347359,15353168,15355298,15358193,15363319,15384413,",0,VEGFD,cmpl,cmpl,"2,1,2,0,1,0,0,"
ENST00000488351.1,chrX,-,15345971,15347475,15345971,15345971,2,"15345971,15347163,","15346259,15347475,",0,VEGFD,none,none,"-1,-1,"
ENST00000492432.5,chrX,-,15384798,15407653,15384798,15384798,4,"15384798,15390184,15397448,15407505,","15385116,15390251,15397531,15407653,",0,PIR,none,none,"-1,-1,-1,-1,"
ENST00000380420.10,chrX,-,15384798,15493333,15385003,15491257,10,"15384798,15390184,15397448,15407505,15425905,15455847,15459656,15479728,15491161,15493189,","15385116,15390251,15397531,15407550,15425990,15456054,15459740,15479821,15491309,15493333,",0,PIR,cmpl,cmpl,"1,0,1,1,0,0,0,0,0,-1,"
ENST00000380421.3,chrX,-,15384798,15493564,15385003,15491257,10,"15384798,15390184,15397448,15407505,15425905,15455847,15459656,15479728,15491161,15493155,","15385116,15390251,15397531,15407550,15425990,15456054,15459740,15479821,15491309,15493564,",0,PIR,cmpl,cmpl,"1,0,1,1,0,0,0,0,0,-1,"
ENST00000484433.1,chrX,-,15389962,15407550,15389962,15389962,3,"15389962,15397448,15407505,","15390251,15397531,15407550,",0,PIR,none,none,"-1,-1,-1,"
ENST00000476381.5,chrX,-,15429374,15491207,15429374,15429374,5,"15429374,15455847,15459656,15479728,15491161,","15429848,15456054,15459740,15479821,15491207,",0,PIR,none,none,"-1,-1,-1,-1,-1,"
ENST00000357607.6,chrX,+,15464245,15556529,15508353,15556147,19,"15464245,15508344,15509328,15511436,15516111,15517928,15522345,15525287,15526041,15529972,15531327,15534211,15536352,15537133,15541981,15543070,15546802,15549839,15556072,","15464424,15508491,15509433,15511518,15516231,15517993,15522587,15525365,15526095,15530027,15531407,15534339,15536427,15537305,15542198,15543135,15546921,15549997,15556529,",0,BMX,cmpl,cmpl,"-1,0,0,0,1,1,0,2,2,2,0,2,1,1,2,0,2,1,0,"
ENST00000471725.1,chrX,-,15478415,15493288,15478415,15478415,4,"15478415,15479728,15491161,15493189,","15478589,15479821,15491309,15493288,",0,PIR,none,none,"-1,-1,-1,-1,"
ENST00000679162.1,chrX,-,15494565,15600960,15500533,15600911,19,"15494565,15500497,15564023,15566252,15567725,15570294,15571623,15572200,15573366,15575665,15578088,15581220,15585474,15587752,15589343,15591712,15592228,15594844,15600725,","15494849,15500585,15564218,15566369,15567826,15570353,15571796,15572323,15573465,15575810,15578315,15581390,15585572,15587858,15589456,15591856,15592322,15595003,15600960,",0,ACE2,cmpl,cmpl,"-1,2,2,2,0,1,2,2,2,1,2,0,1,0,1,1,0,0,0,"
ENST00000679212.1,chrX,-,15494565,15600960,15494839,15600911,18,"15494565,15564023,15566252,15567725,15570294,15571623,15572200,15573366,15575665,15578088,15581220,15585474,15587752,15589343,15591712,15592228,15594844,15600725,","15494849,15564218,15566369,15567826,15570353,15571796,15572323,15573465,15575810,15578315,15581390,15585572,15587858,15589456,15591856,15592322,15595003,15600960,",0,ACE2,cmpl,cmpl,"2,2,2,0,1,2,2,2,1,2,0,1,0,1,1,0,0,0,"
ENST00000348343.11,chrX,+,15500806,15556519,15508353,15556147,19,"15500806,15508344,15509328,15511436,15516111,15517928,15522345,15525287,15526041,15529972,15531327,15534211,15536352,15537133,15541981,15543070,15546802,15549839,15556072,","15500940,15508491,15509433,15511518,15516231,15517993,15522587,15525365,15526095,15530027,15531407,15534339,15536427,15537305,15542198,15543135,15546921,15549997,15556519,",0,BMX,cmpl,cmpl,"-1,0,0,0,1,1,0,2,2,2,0,2,1,1,2,0,2,1,0,"
ENST00000463891.1,chrX,+,15507313,15517963,15507313,15507313,6,"15507313,15508375,15509328,15511436,15516111,15517928,","15507409,15508491,15509433,15511518,15516231,15517963,",0,BMX,none,none,"-1,-1,-1,-1,-1,-1,"
ENST00000342014.6,chrX,+,15507317,15556517,15508353,15556147,19,"15507317,15508344,15509328,15511436,15516111,15517928,15522345,15525287,15526041,15529972,15531327,15534211,15536352,15537133,15541981,15543070,15546802,15549839,15556072,","15507409,15508491,15509433,15511518,15516231,15517993,15522587,15525365,15526095,15530027,15531407,15534339,15536427,15537305,15542198,15543135,15546921,15549997,15556517,",0,BMX,cmpl,cmpl,"-1,0,0,0,1,1,0,2,2,2,0,2,1,1,2,0,2,1,0,"
ENST00000679278.1,chrX,-,15518188,15600960,15518927,15600911,18,"15518188,15564023,15566252,15567725,15570294,15571623,15572200,15573366,15575665,15578088,15581220,15585474,15587752,15589343,15591712,15592228,15594844,15600725,","15518979,15564218,15566369,15567826,15570353,15571796,15572323,15573465,15575810,15578315,15581390,15585572,15587858,15589456,15591856,15592322,15595003,15600960,",0,ACE2,cmpl,cmpl,"2,2,2,0,1,2,2,2,1,2,0,1,0,1,1,0,0,0,"
ENST00000489983.1,chrX,+,15525287,15537305,15525287,15525287,6,"15525287,15526041,15529972,15531327,15536352,15537133,","15525365,15526095,15530027,15531407,15536427,15537305,",0,BMX,none,none,"-1,-1,-1,-1,-1,-1,"
ENST00000678046.1,chrX,-,15550714,15600960,15551072,15600911,18,"15550714,15564023,15566252,15567725,15570294,15571623,15572200,15573366,15575665,15578088,15581220,15585474,15587752,15589343,15591712,15592228,15594844,15600725,","15551079,15564218,15566369,15567826,15570353,15571796,15572323,15573465,15575810,15578315,15581390,15585572,15587858,15589456,15591856,15592322,15595003,15600960,",0,ACE2,cmpl,cmpl,"2,2,2,0,1,2,2,2,1,2,0,1,0,1,1,0,0,0,"
ENST00000677282.1,chrX,-,15557038,15580438,15561904,15580312,11,"15557038,15564023,15566252,15567725,15570294,15571623,15572200,15573366,15575665,15578088,15580280,","15562013,15564218,15566369,15567826,15570353,15571796,15572323,15573465,15575810,15578315,15580438,",0,ACE2,cmpl,cmpl,"2,2,2,0,1,2,2,2,1,2,0,"
ENST00000680121.1,chrX,-,15557038,15601208,15561904,15600911,19,"15557038,15564023,15566252,15567725,15570294,15571623,15572200,15573366,15575665,15578088,15581220,15585474,15587752,15589343,15591712,15592228,15594844,15600725,15601182,","15562013,15564218,15566369,15567826,15570353,15571796,15572323,15573465,15575810,15578315,15581390,15585572,15587858,15589456,15591856,15592322,15595003,15601014,15601208,",0,ACE2,cmpl,cmpl,"2,2,2,0,1,2,2,2,1,2,0,1,0,1,1,0,0,0,-1,"
ENST00000427411.2,chrX,-,15557038,15602155,15561904,15600911,19,"15557038,15564023,15566252,15567725,15570294,15571623,15572200,15573366,15575665,15578088,15581220,15585474,15587752,15589343,15591712,15592228,15594844,15600725,15601955,","15562013,15564218,15566369,15567826,15570353,15571796,15572323,15573465,15575810,15578315,15581390,15585572,15587858,15589456,15591856,15592322,15595003,15601014,15602155,",0,ACE2,cmpl,cmpl,"2,2,2,0,1,2,2,2,1,2,0,1,0,1,1,0,0,0,-1,"
